ID,Language_ID,English_Gloss,Form,Inflected_Forms,Comment,Source
tomo1244-1-0764,tomo1244-1,bad,blik,me-blik (prefix /me-/),same as 'cuscus'?,BarlowKillian2023
tomo1244-1-0765,tomo1244-1,deaf,buk,m-buk (prefix /me-/),"also /loŋbe/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0766,tomo1244-1,big,dakulik,,"prefix /da-/?; prenominal; also /kulik/, /pur/",BarlowKillian2023
tomo1244-1-0767,tomo1244-1,rough (not smooth),didirap,me-didirap (prefix /me-/),partial loan from Tok Pisin /rap/ 'rough'?,BarlowKillian2023
tomo1244-1-0768,tomo1244-1,sweaty,dien,m-dien (prefix /me-/),,BarlowKillian2023
tomo1244-1-0769,tomo1244-1,"long, far",geŋ,me-geŋ (prefix /me-/),,BarlowKillian2023
tomo1244-1-0770,tomo1244-1,hard (not soft),golgol,me-golgol (prefix /me-/),reduplication; loan from Sulka? (cf. Lindrud 1980: 181: <taǥolǥol> 'dry (clothing)'); cf. Grace (1955a): <mɛgɔlgɔl> 'narrow',BarlowKillian2023
tomo1244-1-0771,tomo1244-1,cold,guluaŋ,,Simon Mangil: <guluang>,BarlowKillian2023
tomo1244-1-0772,tomo1244-1,sharp,in,me-in (prefix /me-/),same as 'to eat'?,BarlowKillian2023
tomo1244-1-0773,tomo1244-1,"dull, blunt, not sharp",indum,me-indum (prefix /me-/),derived from /in/ 'sharp'?,BarlowKillian2023
tomo1244-1-0774,tomo1244-1,small,kakae,me-kakae (prefix /me-/),also /rek/,BarlowKillian2023
tomo1244-1-0775,tomo1244-1,flat,kases,,prefix /ka-/?; is this a noun?; also pronounced as [kses],BarlowKillian2023
tomo1244-1-0776,tomo1244-1,"mature, dry",keke,me-keke (prefix /me-/),reduplication,BarlowKillian2023
tomo1244-1-0777,tomo1244-1,angry; to anger,ker,me-ker (prefix /me-/),cf. /makar/ 'to itch'; cf. Grace (1955a): <taker> 'quarrel',BarlowKillian2023
tomo1244-1-0778,tomo1244-1,dry,kie,te-kie (prefix /te-/),"also /ma/; /mua/, based on Grace (1955a); Ross (1980)",BarlowKillian2023
tomo1244-1-0779,tomo1244-1,"true, correct",kiliŋ,,same as 'person'?,BarlowKillian2023
tomo1244-1-0780,tomo1244-1,curved,kokobe,,reduplication?,BarlowKillian2023
tomo1244-1-0781,tomo1244-1,crooked,kokolik,,reduplication?,BarlowKillian2023
tomo1244-1-0782,tomo1244-1,"young, new, unripe, immature",koloŋa,,,BarlowKillian2023
tomo1244-1-0783,tomo1244-1,short,komkom,me-komkom (prefix /me-/),reduplication,BarlowKillian2023
tomo1244-1-0784,tomo1244-1,narrow,kout,,also /kurper/,BarlowKillian2023
tomo1244-1-0785,tomo1244-1,flat,kses,,prefix /ka-/?; is this a noun?; also pronounced as [kases],BarlowKillian2023
tomo1244-1-0786,tomo1244-1,big,kulik,,"also /dakulik/, /pur/",BarlowKillian2023
tomo1244-1-0787,tomo1244-1,narrow,kurper,,prefix /kur-/?; cf. /meper/ 'empty'; cf. /per/ 'stone'; also /kout/,BarlowKillian2023
tomo1244-1-0788,tomo1244-1,yellow,laliaŋ,,,BarlowKillian2023
tomo1244-1-0789,tomo1244-1,full,lo,,same as 'flood'?,BarlowKillian2023
tomo1244-1-0790,tomo1244-1,dry,ma,me-ma [mma] (prefix /me-/),"same as 'father'?; also /kie/; /mua/, based on Grace (1955a); Ross (1980)",BarlowKillian2023
tomo1244-1-0791,tomo1244-1,heavy,mamsie,me-mamsie (prefix /me-/),verbal suffix /-sie/?; related to /mam/ 'to chew'?,BarlowKillian2023
tomo1244-1-0792,tomo1244-1,"tasty, delicious",marmar,me-marmar (prefix /me-/),reduplication; from /mar/ 'to grow'?; cf. Grace (1955a): <memarmar> 'new'; cf. Ross (1980): <marmar> 'awake',BarlowKillian2023
tomo1244-1-0793,tomo1244-1,"raw, uncooked",memar,,prefix /me-/?; adjectivized form of /mar/ 'to grow'?,BarlowKillian2023
tomo1244-1-0794,tomo1244-1,empty,meper,,prefix /me-/?; adjectivized form of /per/ 'stone'?,BarlowKillian2023
tomo1244-1-0795,tomo1244-1,good; you're welcome,mepka,,prefix /me-/ with /pka/ 'good'; cf. /tepka/ 'thank you',BarlowKillian2023
tomo1244-1-0796,tomo1244-1,red,mia,me-mia [memia ~ mmia] (prefix /me-/),,BarlowKillian2023
tomo1244-1-0797,tomo1244-1,ripe,mian,me-mian [memian ~ mmian] (prefix /me-/); te-mian (prefix /te-/),,BarlowKillian2023
tomo1244-1-0798,tomo1244-1,"weak, sad",mio,me-mio (prefix /me-/),,BarlowKillian2023
tomo1244-1-0799,tomo1244-1,left (not right),miromi,,,BarlowKillian2023
tomo1244-1-0800,tomo1244-1,right (not left),mirote,,,BarlowKillian2023
tomo1244-1-0801,tomo1244-1,sweet,mke,me-mke (prefix me-),probably never occurs unprefixed,BarlowKillian2023
tomo1244-1-0802,tomo1244-1,wet,mulmultin,,"reduplication?; also /muk/, based on Ross (1980)",BarlowKillian2023
tomo1244-1-0803,tomo1244-1,"soft, rotten",muriu,me-muriu (prefix /me-/),,BarlowKillian2023
tomo1244-1-0804,tomo1244-1,round,nim,te-nim (prefix /te-/),,BarlowKillian2023
tomo1244-1-0805,tomo1244-1,"hard, mature",perper,me-perper (prefix /me-/),reduplication; from /per/ 'stone'?,BarlowKillian2023
tomo1244-1-0806,tomo1244-1,good,pka,"me-pka (prefix /me-/), te-pka (prefix /te-/)",probably never occurs unprefixed,BarlowKillian2023
tomo1244-1-0807,tomo1244-1,big,pur,me-pur (prefix /me-/),"also /kulik/, /dakulik/",BarlowKillian2023
tomo1244-1-0808,tomo1244-1,thin,rara,,reduplication; from /ra/ 'leaf'?,BarlowKillian2023
tomo1244-1-0809,tomo1244-1,light (not heavy),rarek,me-rarek [mrarek] (prefix /me-/),contains /ra/ 'leaf'?; contains /rek/ 'small'?,BarlowKillian2023
tomo1244-1-0810,tomo1244-1,"false, wrong",reblik,,cf. /blik/ 'bad',BarlowKillian2023
tomo1244-1-0811,tomo1244-1,small,rek,,also /kakae/,BarlowKillian2023
tomo1244-1-0812,tomo1244-1,sour,riŋ,me-riŋ (prefix /me-/),related to /kariŋ/ 'to scratch'?,BarlowKillian2023
tomo1244-1-0813,tomo1244-1,blind,riŋe,,"cf. /riŋ/ 'sour'; also /mamtur/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0814,tomo1244-1,smooth,rle,"me-rle (prefix /me-/), te-rle (prefix /te-/)",probably never occurs unprefixed,BarlowKillian2023
tomo1244-1-0815,tomo1244-1,straight,sir,me-sir (prefix /me-/),same as 'to rub'?,BarlowKillian2023
tomo1244-1-0816,tomo1244-1,wide,suku,,"also /βaha/; /poli/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0817,tomo1244-1,hot,tenten,,reduplication,BarlowKillian2023
tomo1244-1-0818,tomo1244-1,"finished, completed, full (of the moon)",timto,,"compound of /tim/ 'to finish' and /to/ 'to make, to do'?",BarlowKillian2023
tomo1244-1-0819,tomo1244-1,old; before,tomu,tomu-ŋ (1sg) 'before me' (?),also /tonoru/,BarlowKillian2023
tomo1244-1-0820,tomo1244-1,old,tonoru,,also /tomuŋ/,BarlowKillian2023
tomo1244-1-0821,tomo1244-1,black,toŋ,,"also /kere/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0822,tomo1244-1,black; dirty,totoŋ,,reduplication?; cf. /hodiŋtoŋ/ 'charcoal',BarlowKillian2023
tomo1244-1-0823,tomo1244-1,"sweet-smelling, fragrant",tu marmar,,literally 'smell tasty',BarlowKillian2023
tomo1244-1-0824,tomo1244-1,thick,tum,me-tum (prefix /me-/),same as 'to swim'?,BarlowKillian2023
tomo1244-1-0825,tomo1244-1,"smelly, stinky",u,me-u (prefix /me-/),,BarlowKillian2023
tomo1244-1-0826,tomo1244-1,wide,βaha,,"also /suku/; /poli/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0827,tomo1244-1,green,βalop,me-βalop (prefix /me-/),"also /mole/, based on Grace (1955a); Ross (1980)",BarlowKillian2023
tomo1244-1-0828,tomo1244-1,mute,βeβe,,reduplication,BarlowKillian2023
tomo1244-1-0829,tomo1244-1,"today, now",anini,,reduplication; from /ni/ 'this'?,BarlowKillian2023
tomo1244-1-0830,tomo1244-1,now,anini buop,,literally 'now itself'; cf. TP nau yet,BarlowKillian2023
tomo1244-1-0831,tomo1244-1,one day before or after,ʝar,,,BarlowKillian2023
tomo1244-1-0832,tomo1244-1,"later, after",mono,,the meaning is uncertain,BarlowKillian2023
tomo1244-1-0833,tomo1244-1,tomorrow,morik,,,BarlowKillian2023
tomo1244-1-0834,tomo1244-1,day after tomorrow,morik ʝar,,from /morik/ 'tomorrow'; cf. /tere ʝar/ 'day before yesterday',BarlowKillian2023
tomo1244-1-0835,tomo1244-1,time,tem,,loan from Tok Pisin /taim/ 'time'; found in /tem la nua/ 'when?',BarlowKillian2023
tomo1244-1-0836,tomo1244-1,yesterday,tere,,,BarlowKillian2023
tomo1244-1-0837,tomo1244-1,day before yesterday,tere ʝar,,from /tere/ 'yesterday'; cf. /morik ʝar/ 'day after tomorrow',BarlowKillian2023
tomo1244-1-0838,tomo1244-1,"before, earlier",tono,,,BarlowKillian2023
tomo1244-1-0839,tomo1244-1,one (1),de-,,"found in /denan/, /demuor/, debuŋ/, /depuk/; cf. /detu/ 'another'",BarlowKillian2023
tomo1244-1-0840,tomo1244-1,one (1),debuŋ,,for counting fruits; literally 'one-fruit',BarlowKillian2023
tomo1244-1-0841,tomo1244-1,one (1),demuor,,for counting people; literally 'one-person'?,BarlowKillian2023
tomo1244-1-0842,tomo1244-1,one (1),denan,,often [dennan]; generic word for counting anything; literally 'one-that'?,BarlowKillian2023
tomo1244-1-0843,tomo1244-1,one (1),depuk,,found in the distributive expression /depuk depuk/; literally 'one-piece',BarlowKillian2023
tomo1244-1-0844,tomo1244-1,two (2),horo,,cf. /ro=/ 'du'; is /ho-/ a nonsingular marker?,BarlowKillian2023
tomo1244-1-0845,tomo1244-1,three (3),horomdetu,,literally 'two and another' (/m/ < /mo/ 'and'),BarlowKillian2023
tomo1244-1-0846,tomo1244-1,four (4),horo mo horo,,literally 'two and two',BarlowKillian2023
tomo1244-1-0847,tomo1244-1,five (5),liem,,cf. Parkinson (1907: 780): <līem> 'zehn' ['ten (10)'],BarlowKillian2023
tomo1244-1-0848,tomo1244-1,transitive suffix (?),-bi,,"postverbal; unclear whether this is allomorph of /-ie/, /-rie/, /-sie/, /-ni/; only found on /him/ 'kill' ~ /hibi/ 'kill him/her/it'",BarlowKillian2023
tomo1244-1-0849,tomo1244-1,transitive suffix,-ie,,"postverbal; also /-rie/, /-sie/; /-ni/, /-bi/ (?); /-n/ (?)",BarlowKillian2023
tomo1244-1-0850,tomo1244-1,transitive suffix (?),-n,,transitive suffix?,BarlowKillian2023
tomo1244-1-0851,tomo1244-1,"oneself, indeed",-ni,,emphatic marker; as in: /ʝoni/ 'I myself' (cf. Tok Pisin: mi yet); is this a demonstrative marker?,BarlowKillian2023
tomo1244-1-0852,tomo1244-1,transitive suffix,-ni,,"postverbal; also /-bi/ (?); also /-ie/, /-rie/, /-sie/; /-n/ (?)",BarlowKillian2023
tomo1244-1-0853,tomo1244-1,transitive suffix,-rie,,"postverbal; also /-ie/, /-sie/; /-ni/, /-bi/ (?); /-n/ (?)",BarlowKillian2023
tomo1244-1-0854,tomo1244-1,transitive suffix,-sie,,"postverbal; also /-ie/, /-rie/; /-ni/, /-bi/ (?); /-n/ (?)",BarlowKillian2023
tomo1244-1-0855,tomo1244-1,personal article,a,,,BarlowKillian2023
tomo1244-1-0856,tomo1244-1,imperative marker (nonsingular),a=,,perhaps only a plural imperative marker: information on dual imperatives is lacking,BarlowKillian2023
tomo1244-1-0857,tomo1244-1,affirmative interjection,aa,,two tones: high-mid,BarlowKillian2023
tomo1244-1-0858,tomo1244-1,edible possessive classifier (1sg possessor),ago-,ago-ŋ (1sg),"also /go-/, /he-/",BarlowKillian2023
tomo1244-1-0859,tomo1244-1,edible possessive classifier (3sg possessor),aha-,ha-n (3sg),also /ha-/,BarlowKillian2023
tomo1244-1-0860,tomo1244-1,edible possessive classifier (non-pronominal possessor),ahe,,,BarlowKillian2023
tomo1244-1-0861,tomo1244-1,edible possessive classifier (2sg possessor),ahe-,ahe-m (2sg),also /he-/,BarlowKillian2023
tomo1244-1-0862,tomo1244-1,general possessive classifier (nsg/n3du),ai-,"ai-ka (1du.excl), ai-ta (1du.incl), ai-kuma (2du), ai-kem (1pl.excl), ai-sier (1pl.incl), ai-kom (2pl), ai-di (3pl)","used with all possessors except 1sg, 2sg, 3sg, and 3du?",BarlowKillian2023
tomo1244-1-0863,tomo1244-1,drinkable possessive classifier,alma,"alma-ʝo (1sg), alma-ke (2sg), alma-n (3sg), alma (before noun)",,BarlowKillian2023
tomo1244-1-0864,tomo1244-1,who?,amo,,also /amor/,BarlowKillian2023
tomo1244-1-0865,tomo1244-1,who?,amor,,from /a/ 'person marker' with *m[u]or 'person'?; cf. /demuor/ 'one'; also /amo/,BarlowKillian2023
tomo1244-1-0866,tomo1244-1,general possessive classifier (2sg/3du possessor),an-,"an-ke (2sg), an-doro (3du)",also /n-/,BarlowKillian2023
tomo1244-1-0867,tomo1244-1,"that, those (medial adnominal demonstrative)",ana,,usually [anna]; also /=na/,BarlowKillian2023
tomo1244-1-0868,tomo1244-1,general possessive classifier (2sg possessor),ane-,ane-m (2sg),also /ne-/,BarlowKillian2023
tomo1244-1-0869,tomo1244-1,"this, these (proximal adnominal demonstrative)",ani,,usually [anni]; also /=ni/,BarlowKillian2023
tomo1244-1-0870,tomo1244-1,general possessive classifier (1sg possessor),ani-,ani-ŋ (1sg),also /ni-/,BarlowKillian2023
tomo1244-1-0871,tomo1244-1,general possessive classifier (non-pronominal possessor),ano,,also /no/,BarlowKillian2023
tomo1244-1-0872,tomo1244-1,general possessive classifier (1sg/3sg),ano-,"ano-ʝo (1sg), ano-n (3sg)",also /no-/,BarlowKillian2023
tomo1244-1-0873,tomo1244-1,"that (complementizer); that, those (distal adnominal demonstrative); there; because",aŋa,,also /=ŋa/,BarlowKillian2023
tomo1244-1-0874,tomo1244-1,interjection expressing 'excuse me',ao,,,BarlowKillian2023
tomo1244-1-0875,tomo1244-1,"some, something, someone; other, another",asi,,,BarlowKillian2023
tomo1244-1-0876,tomo1244-1,at (preposition),au,,,BarlowKillian2023
tomo1244-1-0877,tomo1244-1,where?,au ua,,"literally 'at where?'; also /go ua/, /ne ua/, /ua/",BarlowKillian2023
tomo1244-1-0878,tomo1244-1,"above, atop",auʝali,,literally 'at top',BarlowKillian2023
tomo1244-1-0879,tomo1244-1,here,aun,,literally 'at here'?; also /un/,BarlowKillian2023
tomo1244-1-0880,tomo1244-1,there,auŋa,,literally 'at there'?,BarlowKillian2023
tomo1244-1-0881,tomo1244-1,outside of,auŋa kabe,auŋa kabe-n (3sg),literally 'at there outside'; also /aŋa kabe/,BarlowKillian2023
tomo1244-1-0882,tomo1244-1,"under, below",auŋa βa,,literally 'at there bottom',BarlowKillian2023
tomo1244-1-0883,tomo1244-1,"in, inside",ausi,,also /si/,BarlowKillian2023
tomo1244-1-0884,tomo1244-1,"the other, another (person); a person",bara,,cf. Kuanua prefix: Meyer 1961: 27: <băr-> ~ <băra-> 'bedeutet Verwandtschaft' ['means kinship'],BarlowKillian2023
tomo1244-1-0885,tomo1244-1,"the other, another (person) (medial); that person",barana,,,BarlowKillian2023
tomo1244-1-0886,tomo1244-1,"the other, another (person) (proximal); this person",barani,,Grace (1955a) records <br·ani> 'he',BarlowKillian2023
tomo1244-1-0887,tomo1244-1,all,birbir,"me-birbir (prefix /me-/), te-birbir (prefix /te-/)",reduplication; from /bir/ 'white',BarlowKillian2023
tomo1244-1-0888,tomo1244-1,what?,boka,,also /mene/,BarlowKillian2023
tomo1244-1-0889,tomo1244-1,something,bokaeria,,,BarlowKillian2023
tomo1244-1-0890,tomo1244-1,"class term prefix for fruits, round things, bunches",buŋ-,,"class term prefix for fruits, round things, bunches",BarlowKillian2023
tomo1244-1-0891,tomo1244-1,"indeed (emphatic marker, intensifier); reflexive marker",buop,,,BarlowKillian2023
tomo1244-1-0892,tomo1244-1,augmentative prefix (?),da-,,augmentative prefix?,BarlowKillian2023
tomo1244-1-0893,tomo1244-1,"from (ablative preposition); with, along with (comitative preposition)",de,de-ʝo ('from me') (1sg),,BarlowKillian2023
tomo1244-1-0894,tomo1244-1,"partial, partially; part (?)",del,me-del [medel ~ mdel] (prefix /me-/),same as 'grass'?; related to /de-/ 'one'?; prenominal element,BarlowKillian2023
tomo1244-1-0895,tomo1244-1,"each, one-by-one, piece-by-piece",depuk depuk,,reduplication; from /de-/ 'one' with /puk/ 'piece',BarlowKillian2023
tomo1244-1-0896,tomo1244-1,another,detu,,,BarlowKillian2023
tomo1244-1-0897,tomo1244-1,end,dume,dume-n (3sg),,BarlowKillian2023
tomo1244-1-0898,tomo1244-1,plural marker,e=,,,BarlowKillian2023
tomo1244-1-0899,tomo1244-1,of (genitive preposition),e,,"status as preposition is not entirely clear; also /lo/, /lol/, /ŋa/, /ta/, /to/, /o/ (?)",BarlowKillian2023
tomo1244-1-0900,tomo1244-1,modal particle (?),ga,,preverbal; possibly occurs in slot otherwise held by real/irr subject marker; exact function is unknown; often pronounced as [ɣa],BarlowKillian2023
tomo1244-1-0901,tomo1244-1,for (goal preposition?),ge,,occurs with /βua/ 'to look for'; object is that which is sought,BarlowKillian2023
tomo1244-1-0902,tomo1244-1,front,girie,ne=girie (sg),verbal meaning?; verbal suffix /-rie/?; genitive preposition /-e/?; cf. /gi/ 'treetop'; used as 'elder/older (sibling)' in Grace (1955a),BarlowKillian2023
tomo1244-1-0903,tomo1244-1,where?,go ua,,"literally 'to be where?'; also /au ua/, /ne ua/, /ua/",BarlowKillian2023
tomo1244-1-0904,tomo1244-1,edible possessive classifier (1sg possessor),go-,go-ŋ (1sg),"also /ago-/, /he-/",BarlowKillian2023
tomo1244-1-0905,tomo1244-1,plural-marking prefix (?),h-,,"allomorph of /e=/? (possibly reanalyzed root-initial /h/ of some nouns, e.g., /hobeŋ/ 'lime', /hodie/ 'spear', /holo/ 'woman', /her/ 'rain'; cf. /herek/ 'children', /horek/ 'men')",BarlowKillian2023
tomo1244-1-0906,tomo1244-1,edible possessive classifier (3sg possessor),ha-,aha-n (3sg),also /aha-/,BarlowKillian2023
tomo1244-1-0907,tomo1244-1,"some, something",hasi,,also /si/,BarlowKillian2023
tomo1244-1-0908,tomo1244-1,edible possessive classifier (2sg/general possessor),he-,"he-ʝo (1sg), he-ke (2sg), he-m (2sg), he-doro (3du), he-kom (2pl)",also /ahe-/,BarlowKillian2023
tomo1244-1-0909,tomo1244-1,prefix (?),ho-,,fossilized plural?; it is not clear whether this is or ever was a prefix; but it seems to alternate with /no-/ (possibly reanalysis involved),BarlowKillian2023
tomo1244-1-0910,tomo1244-1,imperative marker (singular),i=,,preverbal,BarlowKillian2023
tomo1244-1-0911,tomo1244-1,interjection expressing 'sorry',ikae,,literally 'choose!'?,BarlowKillian2023
tomo1244-1-0912,tomo1244-1,yes (affirmative response),ʝu,,,BarlowKillian2023
tomo1244-1-0913,tomo1244-1,"no, not (negator)",ka,,preverbal,BarlowKillian2023
tomo1244-1-0914,tomo1244-1,"class term prefix for trees, long things, plants",ka-,,"class term prefix for trees, long things, plants",BarlowKillian2023
tomo1244-1-0915,tomo1244-1,outside,kabe,kabe-n (3sg),,BarlowKillian2023
tomo1244-1-0916,tomo1244-1,"corner, crevice",kamsa,kamsa-n (3sg),,BarlowKillian2023
tomo1244-1-0917,tomo1244-1,"back of, behind; after, afterwards",kap lo,kap lo-n (3sg),cf. /kap/ 'back of the body',BarlowKillian2023
tomo1244-1-0918,tomo1244-1,please,kemui,,,BarlowKillian2023
tomo1244-1-0919,tomo1244-1,"whole, entire; bunch (e.g., of coconuts, areca nuts, bananas)",ki,e=ki (pl),prenominal,BarlowKillian2023
tomo1244-1-0920,tomo1244-1,bottom; base of a coconut shell; stump of a tree,kobi,kobi e-n (3sg),"cf. /nobi/ 'buttocks'; cf. /kebi/ 'intestines, guts'",BarlowKillian2023
tomo1244-1-0921,tomo1244-1,how?,kone,,,BarlowKillian2023
tomo1244-1-0922,tomo1244-1,how much?; how many?,kone βae,,,BarlowKillian2023
tomo1244-1-0923,tomo1244-1,diminutive prefix (?),kur-,,"diminutive prefix?; cf. /kure/ 'seed, fruit'; cf. /kur/ 'louse'",BarlowKillian2023
tomo1244-1-0924,tomo1244-1,"class term prefix for baskets, open things",la-,,"class term prefix for baskets, open things, pieces",BarlowKillian2023
tomo1244-1-0925,tomo1244-1,"forest, woods, jungle",ledel,te-ledel ('wild') (prefix /te-/),"also /kariŋ/; can be adjectivized with prefix /te-/: /teledel/ 'of the forest, wild'",BarlowKillian2023
tomo1244-1-0926,tomo1244-1,"at, in, on; to, towards (preposition)",lo,,,BarlowKillian2023
tomo1244-1-0927,tomo1244-1,when?,lo ŋha nua,,"literally 'at the day the where?'?; also /mla nua/, /tem la nua/",BarlowKillian2023
tomo1244-1-0928,tomo1244-1,of (genitive preposition),lo,,"allomorph of /lol/; also /e/, /ŋa/, /ta/, /to/, /o/ (?)",BarlowKillian2023
tomo1244-1-0929,tomo1244-1,good afternoon,loʝok mepka,,literally 'afternoon good',BarlowKillian2023
tomo1244-1-0930,tomo1244-1,of (genitive preposition),lol,,"allomorph of /lo/; also /e/, /ŋa/, /ta/, /to/, /o/ (?)",BarlowKillian2023
tomo1244-1-0931,tomo1244-1,singular marker,m=,,"allomorph of /ne=/, generally before labial consonants",BarlowKillian2023
tomo1244-1-0932,tomo1244-1,already,ma,,"postverbal; enclitic?/proclitic? (when an object follows it, it seems to cliticize to the object); perfective marker?; is this related to the [mo] found in luŋmo 'to catch, to hold'?",BarlowKillian2023
tomo1244-1-0933,tomo1244-1,good night,mbeŋ mepka,,literally 'sg=night good',BarlowKillian2023
tomo1244-1-0934,tomo1244-1,habitual marker (?),me=,,preverbal; seems to occupy slot otherwise held by real/irr subject marker; function is uncertain; possibly the same morpheme as the adjective marker /me-/; cf. also /me/ 'again',BarlowKillian2023
tomo1244-1-0935,tomo1244-1,adjective marker (?),me-,,preverbal (pre-adjectival); occurs with adjectives; function uncertain (from POc *ma- 'stative'?); possibly the same morpheme as the habitual marker /me=/; also /te-/,BarlowKillian2023
tomo1244-1-0936,tomo1244-1,what?,mene,,"also /boka/; same as 'to, for'?",BarlowKillian2023
tomo1244-1-0937,tomo1244-1,"to, for (dative or benefactive preposition)",mene,,same as 'what?',BarlowKillian2023
tomo1244-1-0938,tomo1244-1,slightly,mermer,,reduplication; from /mer/ 'to die'?,BarlowKillian2023
tomo1244-1-0939,tomo1244-1,many,meutu,,postnominal; prefix /me-/?,BarlowKillian2023
tomo1244-1-0940,tomo1244-1,again,mi,,preverbal; cf. /me-/ 'habitual marker (?)'; cf. Ross (1980): <men> 'again',BarlowKillian2023
tomo1244-1-0941,tomo1244-1,when?,mla nua,,abbreviated form of /tem la nua/?; also /lo ŋha nua/,BarlowKillian2023
tomo1244-1-0942,tomo1244-1,and (coordinator),mo,,,BarlowKillian2023
tomo1244-1-0943,tomo1244-1,"for (the purpose of), (in order) to",mo,,used in purpose constructions; can precede either object or clause?; same as /mo/ 'and'?,BarlowKillian2023
tomo1244-1-0944,tomo1244-1,why?,moho,,also /tiho/,BarlowKillian2023
tomo1244-1-0945,tomo1244-1,hello,moike,,literally 'and you'?,BarlowKillian2023
tomo1244-1-0946,tomo1244-1,goodbye,moike ma,,literally 'and you already'?,BarlowKillian2023
tomo1244-1-0947,tomo1244-1,"inside, in",mosi,mosi lo-n (3sg),,BarlowKillian2023
tomo1244-1-0948,tomo1244-1,top,mta,mta-n (3sg),also /ʝali/,BarlowKillian2023
tomo1244-1-0949,tomo1244-1,"far, distant",muŋ,,same as 'to turn'?; also /ŋamuŋ/,BarlowKillian2023
tomo1244-1-0950,tomo1244-1,singular marker,n=,,"allomorph of /ne=/, generally before alveolar or palatal consonants",BarlowKillian2023
tomo1244-1-0951,tomo1244-1,general possessive classifier (2sg),n-,n-ke (2sg),also /an-/,BarlowKillian2023
tomo1244-1-0952,tomo1244-1,and (coordinator),na,,loan from Tok Pisin /na/ 'and',BarlowKillian2023
tomo1244-1-0953,tomo1244-1,"that, those (medial adnominal demonstrative)",=na,,sometimes [nna]; also /ana/; same as 'to give'?,BarlowKillian2023
tomo1244-1-0954,tomo1244-1,future marker (?) (1sg?),na=,,meaning uncertain; occurs with 1sg in irrealis subject marker /sa=na=/ (?),BarlowKillian2023
tomo1244-1-0955,tomo1244-1,another,nasi,,,BarlowKillian2023
tomo1244-1-0956,tomo1244-1,another,nasi βadik,,literally 'another other'?,BarlowKillian2023
tomo1244-1-0957,tomo1244-1,"hesitation word (um, uh)",ne,,"generally pronounced [ne ~ nɛ], as opposed to the singular marker /ne/ which is generally pronounced [nɛ ~ nə]",BarlowKillian2023
tomo1244-1-0958,tomo1244-1,where?,ne ua,ne=βa (sg) (?),"literally 'the where?'; also /au ua/, /go ua/, /ua/",BarlowKillian2023
tomo1244-1-0959,tomo1244-1,singular marker,ne=,,"allomorphs: /n=/, /m=/, /ŋ=/",BarlowKillian2023
tomo1244-1-0960,tomo1244-1,general possessive classifier (2sg possessor),ne-,ne-m (2sg),also /ane-/,BarlowKillian2023
tomo1244-1-0961,tomo1244-1,"at, in (preposition)",neʝa,,,BarlowKillian2023
tomo1244-1-0962,tomo1244-1,"only, just",nema,,,BarlowKillian2023
tomo1244-1-0963,tomo1244-1,"that, those (medial demonstrative pronoun); there",nena,,singular marker /ne=/ with demonstrative /na/ 'that (medial)'?,BarlowKillian2023
tomo1244-1-0964,tomo1244-1,"this, these (proximal demonstrative pronoun); here",neni,,singular marker /ne=/ with demonstrative /na/ 'this (proximal)'?,BarlowKillian2023
tomo1244-1-0965,tomo1244-1,"that, those (distal demonstrative pronoun); yonder",neŋa,,singular marker /ne=/ with demonstrative /ŋa/ 'that (distal)'?; also /neŋam/,BarlowKillian2023
tomo1244-1-0966,tomo1244-1,"that, those (distal demonstrative pronoun); yonder",neŋam,,singular marker /ne=/ with demonstrative /ŋam/ 'that (distal)'?; also /neŋa/,BarlowKillian2023
tomo1244-1-0967,tomo1244-1,"this, these (proximal adnominal demonstrative)",=ni,,sometimes [nni]; also /ani/,BarlowKillian2023
tomo1244-1-0968,tomo1244-1,future marker (?) (n1sg?),ni=,,"meaning uncertain; sometimes occurs with non-1sg irrealis subjects, as /sa=ni=/ or /so=ni=/ (?)",BarlowKillian2023
tomo1244-1-0969,tomo1244-1,general possessive classifier (1sg possessor),ni-,ni-ŋ (1sg),also /ani-/,BarlowKillian2023
tomo1244-1-0970,tomo1244-1,general possessive classifier (1sg/3sg),no-,"no-ʝo (1sg), no-n (3sg)",also /ano-/,BarlowKillian2023
tomo1244-1-0971,tomo1244-1,general possessive classifier (non-pronominal possessor),no,,also /ano/,BarlowKillian2023
tomo1244-1-0972,tomo1244-1,prefix (?),no-,,fossilized singular?; it is not clear whether this is or ever was a prefix; but it seems to alternate with /ho-/ (possibly reanalysis involved),BarlowKillian2023
tomo1244-1-0973,tomo1244-1,very,nomnom,,reduplication,BarlowKillian2023
tomo1244-1-0974,tomo1244-1,singular marker,ŋ=,,"allomorph of /ne=/, generally before velar or glottal consonants",BarlowKillian2023
tomo1244-1-0975,tomo1244-1,"that, those (distal adnominal demonstrative)",=ŋa,,"also /=ŋam/, /aŋa/; same as 'yawn'?",BarlowKillian2023
tomo1244-1-0976,tomo1244-1,of (genitive preposition),ŋa,,"also /e/, /lo/, /lol/, /ta/, /to/, /o/ (?)",BarlowKillian2023
